Time,YawBrTAxp,YawBrTAyp,PtfmTDxi,PtfmTDyi,PtfmTDzi,PtfmRDxi,PtfmRDyi,PtfmRDzi
22.6,-0.016270376599798707,0.0005300631902305842,0.0006208067876081057,1.8499918554156704e-05,-0.2609914437559937,5.070862511500961e-05,-0.0582690344549914,-3.33668900733982e-05
22.8,-0.012752201747360562,0.0015512800244083932,0.0008875639778696631,-2.4314130866579984e-05,-0.3344737076671849,0.00016948897405443648,-0.057203560025310636,-6.052777413291708e-05
23.0,-0.011288219287439862,0.0014898849521889344,0.0012063700905796963,-3.0584524354609826e-05,-0.4056257167036479,0.0001900874850587265,-0.056039854072501394,-8.328399253919025e-05
23.2,-0.0105024815834631,0.00073031328588363,0.0015584927886981848,-3.697462768413509e-06,-0.47405283741228477,0.00012123649110230054,-0.054810757360924674,-7.020089463021901e-05
23.4,-0.009724306818352213,3.9167052786869886e-05,0.0019404336906432085,3.494046647169215e-05,-0.5394303463603327,1.917779089117044e-05,-0.053518172362803554,-2.8941538985327347e-05
23.6,-0.010255510436260547,-0.00032593351591098747,0.0023927418197508205,6.511991132406746e-05,-0.6015248675194862,-6.31293725119928e-05,-0.052062096521658704,-1.4551641862804333e-06
23.8,-0.012740069053858495,-0.0005659091180245157,0.0029201793244028685,7.85828925877415e-05,-0.6601014332083739,-0.00010333047719633174,-0.050436577424075466,-1.52218327808617e-05
24.0,-0.016004893291015024,-0.0007077267185683199,0.0034561049501887126,7.708192557428496e-05,-0.7148635215451435,-0.00010388116322850948,-0.04881785631790279,-4.981784308359475e-05
24.2,-0.018239395013599186,-0.0005378071281032894,0.00391744214629037,6.687108913911192e-05,-0.7655212558313467,-7.875015455743365e-05,-0.04742602130494193,-6.846068086773946e-05
24.4,-0.019256110270958787,-0.00011719013134103315,0.004286235808159807,5.5785379362718555e-05,-0.8118798582295924,-4.770664173216675e-05,-0.04632149548561154,-6.439887903142782e-05
24.6,-0.020087021967679378,0.0001061169047768841,0.00459707745336283,5.028450784172615e-05,-0.853810328608122,-2.880425260561939e-05,-0.04543409129463098,-5.4379915898027026e-05
24.8,-0.020206348040016763,-8.060525244506034e-05,0.004846702568415213,4.98975935060051e-05,-0.8911495133345445,-2.2322195296981756e-05,-0.044780311784525205,-4.6611245379818676e-05
25.0,-0.018049290568854834,-0.0002621564738897325,0.004996680372130282,4.6976334877912386e-05,-0.9236862213329984,-8.817346459858192e-06,-0.04445237219665334,-3.20583253857523e-05
25.2,-0.01349307263077679,4.101708158511524e-05,0.0050542281660452375,3.561013073931216e-05,-0.9512544065666313,2.6767870231023296e-05,-0.04441682230116907,-1.3016941383543831e-05
25.4,-0.009040814361989427,0.0006378436191006836,0.00510683492675372,2.0334212045020166e-05,-0.9737854486429762,7.122042782708742e-05,-0.044433205320370005,-1.3940647157228087e-05
25.6,-0.0075901633330450885,0.0008786348527043989,0.005252645178000108,1.327442682364943e-05,-0.9912401065628108,9.147384531615606e-05,-0.04423702968514191,-4.475455229991079e-05
25.8,-0.009142900140095752,0.0005300661998817708,0.005500080184074498,2.1476110741455376e-05,-1.0035280464990086,6.903633246694907e-05,-0.04379586065630413,-7.852815627651384e-05
26.0,-0.011752384571902556,2.8047508202513686e-05,0.005789379487564029,4.0386330935582577e-05,-1.0105413397574299,1.688792256532492e-05,-0.04325970489318501,-7.843770196228074e-05
26.2,-0.014197839728135965,-0.00020641730199085222,0.00608189062050277,6.022331456448029e-05,-1.012248741044013,-3.8372051856664014e-05,-0.042738166813747765,-4.4236585037764186e-05
26.4,-0.016713971511065826,-0.0003046958602885238,0.006374663498209513,7.502897201665892e-05,-1.008702254258157,-8.072289341565271e-05,-0.04225731630409561,-1.3358635337184972e-05
26.6,-0.019318799071820252,-0.0005578693926521658,0.006646536766554561,8.36843647548573e-05,-0.9999525689742295,-0.00010637161830879367,-0.04188770784350318,-1.1625157667715953e-05
